Clock rate (Hz): 800
Sample integration time (s): 0.001250
initialize test of module
Entry number,Time,Ch 1,Ch 2,Ch 3,Ch 4,Ch 5,Ch 6,Ch 7,Ch 8
11898,3:21:38 PM,0,0,0,0,0,0,0,0
11899,3:21:38 PM,1,0,0,0,0,0,0,0
11900,3:21:38 PM,0,0,3,0,0,0,0,0
11901,3:21:38 PM,0,1,1,0,0,0,0,0
11902,3:21:38 PM,1,1,1,0,0,0,0,0
11903,3:21:38 PM,1,2,1,0,0,0,0,0
11904,3:21:38 PM,0,1,0,0,0,0,0,0
11905,3:21:38 PM,0,0,1,0,0,0,0,0
11906,3:21:38 PM,0,0,4,0,0,0,0,0
11907,3:21:38 PM,0,0,1,0,0,0,0,0
11908,3:21:38 PM,0,0,0,0,0,0,0,0
11909,3:21:38 PM,1,0,1,0,0,0,0,0
11910,3:21:38 PM,1,1,0,0,0,0,0,0
11911,3:21:38 PM,0,1,0,0,0,0,0,0
11912,3:21:38 PM,0,1,1,0,0,0,0,0
11913,3:21:38 PM,0,1,0,0,0,0,0,0
11914,3:21:38 PM,0,1,0,0,0,0,0,0
11915,3:21:38 PM,0,2,2,0,0,0,0,0
11916,3:21:38 PM,0,1,0,0,0,0,0,0
11917,3:21:38 PM,0,0,0,0,0,0,0,0
11918,3:21:38 PM,0,1,2,0,0,0,0,0
11919,3:21:38 PM,0,0,1,0,0,0,0,0
11920,3:21:38 PM,0,0,2,0,0,0,0,0
11921,3:21:38 PM,0,0,1,0,0,0,0,0
11922,3:21:38 PM,1,1,0,0,0,0,0,0
11923,3:21:38 PM,1,1,0,0,0,0,0,0
11924,3:21:38 PM,1,3,1,0,0,0,0,0
11925,3:21:38 PM,1,1,0,0,0,0,0,0
11926,3:21:38 PM,0,1,2,0,0,0,0,0
11927,3:21:38 PM,1,0,3,0,0,0,0,0
11928,3:21:38 PM,1,0,1,0,0,0,0,0
11929,3:21:38 PM,0,1,1,0,0,0,0,0
11930,3:21:38 PM,1,1,2,0,0,0,0,0
11931,3:21:38 PM,0,0,2,0,0,0,0,0
11932,3:21:38 PM,1,0,1,0,0,0,0,0
11933,3:21:38 PM,0,2,0,0,0,0,0,0
11934,3:21:38 PM,1,0,0,0,0,0,0,0
11935,3:21:38 PM,0,0,2,0,0,0,0,0
11936,3:21:38 PM,1,0,1,0,0,0,0,0
11937,3:21:38 PM,1,1,0,0,0,0,0,0
11938,3:21:38 PM,1,0,0,0,0,0,0,0
11939,3:21:38 PM,1,2,0,0,0,0,0,0
11940,3:21:38 PM,0,1,2,0,0,0,0,0
11941,3:21:38 PM,0,2,0,0,0,0,0,0
11942,3:21:38 PM,1,0,0,0,0,0,0,0
11943,3:21:38 PM,0,1,0,0,0,0,0,0
11944,3:21:38 PM,0,0,0,0,0,0,0,0
11945,3:21:38 PM,0,0,1,0,0,0,0,0
11946,3:21:38 PM,0,0,0,0,0,0,0,0
11947,3:21:38 PM,0,0,1,0,0,0,0,0
11948,3:21:38 PM,0,1,1,0,0,0,0,0
11949,3:21:38 PM,1,1,1,0,0,0,0,0
11950,3:21:38 PM,0,0,0,0,0,0,0,0
11951,3:21:38 PM,1,0,0,0,0,0,0,0
11952,3:21:38 PM,1,0,0,0,0,0,0,0
11953,3:21:38 PM,0,0,0,0,0,0,0,0
11954,3:21:38 PM,0,1,3,0,0,0,0,0
11955,3:21:38 PM,1,3,1,0,0,0,0,0
11956,3:21:38 PM,0,1,4,0,0,0,0,0
11957,3:21:38 PM,0,1,2,0,0,0,0,0
11958,3:21:38 PM,0,0,0,0,0,0,0,0
11959,3:21:38 PM,0,0,0,0,0,0,0,0
11960,3:21:38 PM,0,0,1,0,0,0,0,0
11961,3:21:38 PM,1,0,0,0,0,0,0,0
11962,3:21:38 PM,1,0,0,0,0,0,0,0
11963,3:21:38 PM,2,0,0,0,0,0,0,0
11964,3:21:38 PM,0,0,0,0,0,0,0,0
11965,3:21:38 PM,0,1,0,0,0,0,0,0
11966,3:21:38 PM,1,0,0,0,0,0,0,0
11967,3:21:38 PM,0,0,2,0,0,0,0,0
11968,3:21:38 PM,1,0,1,0,0,0,0,0
11969,3:21:38 PM,0,3,0,0,0,0,0,0
11970,3:21:38 PM,2,2,1,0,0,0,0,0
11971,3:21:38 PM,1,2,0,0,0,0,0,0
11972,3:21:38 PM,0,1,2,0,0,0,0,0
11973,3:21:38 PM,0,0,0,0,0,0,0,0
11974,3:21:38 PM,0,1,0,0,0,0,0,0
11975,3:21:38 PM,0,0,0,0,0,0,0,0
11976,3:21:38 PM,0,0,1,0,0,0,0,0
11977,3:21:38 PM,0,0,0,0,0,0,0,0
11978,3:21:38 PM,0,1,1,0,0,0,0,0
11979,3:21:38 PM,0,0,1,0,0,0,0,0
11980,3:21:38 PM,0,1,0,0,0,0,0,0
11981,3:21:38 PM,1,1,0,0,0,0,0,0
11982,3:21:38 PM,1,0,1,0,0,0,0,0
11983,3:21:38 PM,1,0,2,0,0,0,0,0
11984,3:21:38 PM,0,0,0,0,0,0,0,0
11985,3:21:38 PM,1,0,1,0,0,0,0,0
11986,3:21:38 PM,1,0,0,0,0,0,0,0
11987,3:21:38 PM,0,0,2,0,0,0,0,0
11988,3:21:38 PM,1,2,2,0,0,0,0,0
11989,3:21:38 PM,0,2,0,0,0,0,0,0
11990,3:21:38 PM,1,0,1,0,0,0,0,0
11991,3:21:38 PM,0,0,0,0,0,0,0,0
11992,3:21:38 PM,0,0,0,0,0,0,0,0
11993,3:21:38 PM,1,0,0,0,0,0,0,0
11994,3:21:38 PM,0,0,0,0,0,0,0,0
11995,3:21:38 PM,0,1,2,0,0,0,0,0
11996,3:21:38 PM,1,0,0,0,0,0,0,0
11997,3:21:38 PM,1,0,0,0,0,0,0,0
11998,3:21:38 PM,0,0,0,0,0,0,0,0
11999,3:21:38 PM,1,1,0,0,0,0,0,0
12000,3:21:38 PM,1,0,2,0,0,0,0,0
12001,3:21:39 PM,0,0,2,0,0,0,0,0
12002,3:21:39 PM,0,2,3,0,0,0,0,0
12003,3:21:39 PM,1,0,0,0,0,0,0,0
12004,3:21:39 PM,0,1,2,0,0,0,0,0
12005,3:21:39 PM,1,2,0,0,0,0,0,0
12006,3:21:39 PM,0,1,0,0,0,0,0,0
12007,3:21:39 PM,0,0,0,0,0,0,0,0
12008,3:21:39 PM,1,2,1,0,0,0,0,0
12009,3:21:39 PM,0,0,0,0,0,0,0,0
12010,3:21:39 PM,2,1,2,0,0,0,0,0
12011,3:21:39 PM,0,1,1,0,0,0,0,0
12012,3:21:39 PM,0,0,2,0,0,0,0,0
12013,3:21:39 PM,0,0,2,0,0,0,0,0
12014,3:21:39 PM,1,1,0,0,0,0,0,0
12015,3:21:39 PM,0,1,1,0,0,0,0,0
12016,3:21:39 PM,1,1,0,0,0,0,0,0
12017,3:21:39 PM,1,0,2,0,0,0,0,0
12018,3:21:39 PM,1,0,0,0,0,0,0,0
12019,3:21:39 PM,1,0,1,0,0,0,0,0
12020,3:21:39 PM,1,3,1,0,0,0,0,0
12021,3:21:39 PM,0,0,1,0,0,0,0,0
12022,3:21:39 PM,1,1,1,0,0,0,0,0
12023,3:21:39 PM,3,0,1,0,0,0,0,0
12024,3:21:39 PM,1,2,0,0,0,0,0,0
12025,3:21:39 PM,0,1,0,0,0,0,0,0
12026,3:21:39 PM,0,1,1,0,0,0,0,0
12027,3:21:39 PM,0,0,0,0,0,0,0,0
12028,3:21:39 PM,1,0,0,0,0,0,0,0
12029,3:21:39 PM,1,0,0,0,0,0,0,0
12030,3:21:39 PM,1,1,0,0,0,0,0,0
12031,3:21:39 PM,1,2,1,0,0,0,0,0
12032,3:21:39 PM,0,0,0,0,0,0,0,0
12033,3:21:39 PM,0,0,1,0,0,0,0,0
12034,3:21:39 PM,0,0,1,0,0,0,0,0
12035,3:21:39 PM,0,0,1,0,0,0,0,0
12036,3:21:39 PM,0,0,1,0,0,0,0,0
12037,3:21:39 PM,2,2,1,0,0,0,0,0
12038,3:21:39 PM,1,2,1,0,0,0,0,0
12039,3:21:39 PM,0,1,0,0,0,0,0,0
12040,3:21:39 PM,3,0,1,0,0,0,0,0
12041,3:21:39 PM,0,2,0,0,0,0,0,0
12042,3:21:39 PM,1,0,0,0,0,0,0,0
12043,3:21:39 PM,0,1,0,0,0,0,0,0
12044,3:21:39 PM,0,1,2,0,0,0,0,0
12045,3:21:39 PM,0,0,0,0,0,0,0,0
12046,3:21:39 PM,0,1,0,0,0,0,0,0
12047,3:21:39 PM,0,0,2,0,0,0,0,0
12048,3:21:39 PM,0,1,1,0,0,0,0,0
12049,3:21:39 PM,1,0,1,0,0,0,0,0
12050,3:21:39 PM,0,0,1,0,0,0,0,0
12051,3:21:39 PM,1,1,0,0,0,0,0,0
12052,3:21:39 PM,0,0,3,0,0,0,0,0
12053,3:21:39 PM,0,0,2,0,0,0,0,0
12054,3:21:39 PM,1,1,1,0,0,0,0,0
12055,3:21:39 PM,2,0,0,0,0,0,0,0
12056,3:21:39 PM,0,0,0,0,0,0,0,0
12057,3:21:39 PM,0,0,0,0,0,0,0,0
12058,3:21:39 PM,0,0,1,0,0,0,0,0
12059,3:21:39 PM,0,1,1,0,0,0,0,0
12060,3:21:39 PM,0,1,0,0,0,0,0,0
12061,3:21:39 PM,0,0,1,0,0,0,0,0
12062,3:21:39 PM,0,0,0,0,0,0,0,0
12063,3:21:39 PM,1,0,1,0,0,0,0,0
12064,3:21:39 PM,0,0,0,0,0,0,0,0
12065,3:21:39 PM,0,2,0,0,0,0,0,0
12066,3:21:39 PM,0,0,2,0,0,0,0,0
12067,3:21:39 PM,0,0,2,0,0,0,0,0
12068,3:21:39 PM,0,0,1,0,0,0,0,0
12069,3:21:39 PM,0,0,0,0,0,0,0,0
12070,3:21:39 PM,1,1,0,0,0,0,0,0
12071,3:21:39 PM,0,1,0,0,0,0,0,0
12072,3:21:39 PM,0,1,0,0,0,0,0,0
12073,3:21:39 PM,0,0,1,0,0,0,0,0
12074,3:21:39 PM,1,1,0,0,0,0,0,0
12075,3:21:39 PM,1,0,1,0,0,0,0,0
12076,3:21:39 PM,1,0,0,0,0,0,0,0
12077,3:21:39 PM,0,1,2,0,0,0,0,0
12078,3:21:39 PM,2,1,0,0,0,0,0,0
12079,3:21:39 PM,0,0,0,0,0,0,0,0
12080,3:21:39 PM,0,0,0,0,0,0,0,0
12081,3:21:39 PM,0,0,0,0,0,0,0,0
12082,3:21:39 PM,1,1,1,0,0,0,0,0
12083,3:21:39 PM,1,2,0,0,0,0,0,0
12084,3:21:39 PM,0,0,0,0,0,0,0,0
12085,3:21:39 PM,0,0,0,0,0,0,0,0
12086,3:21:39 PM,0,0,2,0,0,0,0,0
12087,3:21:39 PM,0,0,1,0,0,0,0,0
12088,3:21:39 PM,0,0,1,0,0,0,0,0
12089,3:21:39 PM,0,0,1,0,0,0,0,0
12090,3:21:39 PM,0,1,0,0,0,0,0,0
12091,3:21:39 PM,0,1,3,0,0,0,0,0
12092,3:21:39 PM,1,0,0,0,0,0,0,0
12093,3:21:39 PM,1,0,0,0,0,0,0,0
12094,3:21:39 PM,0,1,0,0,0,0,0,0
12095,3:21:39 PM,1,0,0,0,0,0,0,0
12096,3:21:39 PM,0,0,1,0,0,0,0,0
12097,3:21:39 PM,1,0,2,0,0,0,0,0
12098,3:21:39 PM,0,0,0,0,0,0,0,0
12099,3:21:39 PM,3,0,0,0,0,0,0,0
12100,3:21:39 PM,0,0,0,0,0,0,0,0
12101,3:21:39 PM,2,0,0,0,0,0,0,0
12102,3:21:39 PM,0,1,2,0,0,0,0,0
12103,3:21:39 PM,1,0,1,0,0,0,0,0
12104,3:21:39 PM,1,1,0,0,0,0,0,0
12105,3:21:39 PM,0,0,0,0,0,0,0,0
12106,3:21:39 PM,1,2,1,0,0,0,0,0
12107,3:21:39 PM,0,0,0,0,0,0,0,0
12108,3:21:39 PM,0,0,1,0,0,0,0,0
12109,3:21:39 PM,0,1,0,0,0,0,0,0
12110,3:21:39 PM,0,0,2,0,0,0,0,0
12111,3:21:39 PM,2,0,0,0,0,0,0,0
12112,3:21:39 PM,1,0,0,0,0,0,0,0
12113,3:21:39 PM,2,1,1,0,0,0,0,0
12114,3:21:39 PM,2,0,1,0,0,0,0,0
12115,3:21:39 PM,0,0,0,0,0,0,0,0
12116,3:21:39 PM,1,0,0,0,0,0,0,0
12117,3:21:39 PM,2,0,1,0,0,0,0,0
12118,3:21:39 PM,0,0,1,0,0,0,0,0
12119,3:21:39 PM,2,2,2,0,0,0,0,0
12120,3:21:39 PM,1,1,1,0,0,0,0,0
12121,3:21:39 PM,1,0,1,0,0,0,0,0
12122,3:21:39 PM,1,1,0,0,0,0,0,0
12123,3:21:39 PM,1,1,1,0,0,0,0,0
12124,3:21:39 PM,0,1,1,0,0,0,0,0
12125,3:21:39 PM,0,0,0,0,0,0,0,0
12126,3:21:39 PM,3,2,0,0,0,0,0,0
12127,3:21:39 PM,0,1,1,0,0,0,0,0
12128,3:21:39 PM,1,0,0,0,0,0,0,0
12129,3:21:39 PM,0,1,2,0,0,0,0,0
12130,3:21:39 PM,0,0,0,0,0,0,0,0
12131,3:21:39 PM,0,0,0,0,0,0,0,0
12132,3:21:39 PM,0,1,0,0,0,0,0,0
12133,3:21:39 PM,2,0,0,0,0,0,0,0
12134,3:21:39 PM,0,0,0,0,0,0,0,0
12135,3:21:39 PM,0,1,2,0,0,0,0,0
12136,3:21:39 PM,0,0,0,0,0,0,0,0
12137,3:21:39 PM,0,2,3,0,0,0,0,0
12138,3:21:39 PM,0,1,2,0,0,0,0,0
12139,3:21:39 PM,0,1,0,0,0,0,0,0
12140,3:21:39 PM,1,0,0,0,0,0,0,0
12141,3:21:39 PM,1,1,2,0,0,0,0,0
12142,3:21:39 PM,2,1,2,0,0,0,0,0
12143,3:21:39 PM,0,1,0,0,0,0,0,0
12144,3:21:39 PM,1,0,0,0,0,0,0,0
12145,3:21:39 PM,0,1,0,0,0,0,0,0
12146,3:21:39 PM,1,0,0,0,0,0,0,0
12147,3:21:39 PM,1,0,1,0,0,0,0,0
12148,3:21:39 PM,3,0,1,0,0,0,0,0
12149,3:21:39 PM,0,0,1,0,0,0,0,0
12150,3:21:39 PM,0,0,1,0,0,0,0,0
12151,3:21:39 PM,1,0,1,0,0,0,0,0
12152,3:21:39 PM,1,0,0,0,0,0,0,0
12153,3:21:39 PM,0,1,0,0,0,0,0,0
12154,3:21:39 PM,0,0,0,0,0,0,0,0
12155,3:21:39 PM,0,2,0,0,0,0,0,0
12156,3:21:39 PM,0,0,0,0,0,0,0,0
12157,3:21:39 PM,1,0,1,0,0,0,0,0
12158,3:21:39 PM,0,0,0,0,0,0,0,0
12159,3:21:39 PM,2,0,0,0,0,0,0,0
12160,3:21:39 PM,0,1,1,0,0,0,0,0
12161,3:21:39 PM,0,0,0,0,0,0,0,0
12162,3:21:39 PM,0,0,0,0,0,0,0,0
12163,3:21:39 PM,1,1,1,0,0,0,0,0
12164,3:21:39 PM,0,1,0,0,0,0,0,0
12165,3:21:39 PM,2,1,0,0,0,0,0,0
12166,3:21:39 PM,0,1,0,0,0,0,0,0
12167,3:21:39 PM,0,0,1,0,0,0,0,0
12168,3:21:39 PM,1,1,0,0,0,0,0,0
12169,3:21:39 PM,3,0,0,0,0,0,0,0
12170,3:21:39 PM,1,0,0,0,0,0,0,0
12171,3:21:39 PM,0,0,2,0,0,0,0,0
12172,3:21:39 PM,1,0,1,0,0,0,0,0
12173,3:21:39 PM,0,1,1,0,0,0,0,0
12174,3:21:39 PM,1,0,0,0,0,0,0,0
12175,3:21:39 PM,0,1,1,0,0,0,0,0
12176,3:21:39 PM,0,0,0,0,0,0,0,0
12177,3:21:39 PM,0,1,2,0,0,0,0,0
12178,3:21:39 PM,1,0,0,0,0,0,0,0
12179,3:21:39 PM,1,0,0,0,0,0,0,0
12180,3:21:39 PM,0,1,2,0,0,0,0,0
12181,3:21:39 PM,2,1,0,0,0,0,0,0
12182,3:21:39 PM,0,1,1,0,0,0,0,0
12183,3:21:39 PM,2,0,0,0,0,0,0,0
12184,3:21:39 PM,0,0,0,0,0,0,0,0
12185,3:21:39 PM,1,0,0,0,0,0,0,0
12186,3:21:39 PM,1,1,1,0,0,0,0,0
12187,3:21:39 PM,1,0,2,0,0,0,0,0
12188,3:21:39 PM,0,0,1,0,0,0,0,0
12189,3:21:39 PM,0,0,2,0,0,0,0,0
12190,3:21:39 PM,0,1,0,0,0,0,0,0
12191,3:21:39 PM,0,1,1,0,0,0,0,0
12192,3:21:39 PM,1,0,0,0,0,0,0,0
12193,3:21:39 PM,0,2,3,0,0,0,0,0
12194,3:21:39 PM,0,2,0,0,0,0,0,0
12195,3:21:39 PM,0,1,0,0,0,0,0,0
12196,3:21:39 PM,1,0,0,0,0,0,0,0
12197,3:21:39 PM,0,1,0,0,0,0,0,0
12198,3:21:39 PM,1,3,0,0,0,0,0,0
12199,3:21:39 PM,1,0,1,0,0,0,0,0
12200,3:21:39 PM,1,0,0,0,0,0,0,0
12201,3:21:39 PM,0,1,0,0,0,0,0,0
12202,3:21:39 PM,3,2,0,0,0,0,0,0
12203,3:21:39 PM,0,0,0,0,0,0,0,0
12204,3:21:39 PM,0,1,1,0,0,0,0,0
12205,3:21:39 PM,0,1,1,0,0,0,0,0
12206,3:21:39 PM,1,0,0,0,0,0,0,0
12207,3:21:39 PM,1,0,0,0,0,0,0,0
12208,3:21:39 PM,0,0,1,0,0,0,0,0
12209,3:21:39 PM,1,0,0,0,0,0,0,0
12210,3:21:39 PM,0,0,1,0,0,0,0,0
12211,3:21:39 PM,2,0,0,0,0,0,0,0
12212,3:21:39 PM,1,1,0,0,0,0,0,0
12213,3:21:39 PM,2,1,1,0,0,0,0,0
12214,3:21:39 PM,0,0,0,0,0,0,0,0
12215,3:21:39 PM,1,1,1,0,0,0,0,0
12216,3:21:39 PM,0,0,1,0,0,0,0,0
12217,3:21:39 PM,0,0,0,0,0,0,0,0
12218,3:21:39 PM,1,3,0,0,0,0,0,0
12219,3:21:39 PM,1,1,0,0,0,0,0,0
12220,3:21:39 PM,1,0,0,0,0,0,0,0
12221,3:21:39 PM,0,1,0,0,0,0,0,0
12222,3:21:39 PM,0,0,2,0,0,0,0,0
12223,3:21:39 PM,1,0,1,0,0,0,0,0
12224,3:21:39 PM,0,2,2,0,0,0,0,0
12225,3:21:39 PM,2,1,1,0,0,0,0,0
12226,3:21:39 PM,0,1,1,0,0,0,0,0
12227,3:21:39 PM,1,0,1,0,0,0,0,0
12228,3:21:39 PM,0,0,1,0,0,0,0,0
12229,3:21:39 PM,0,2,0,0,0,0,0,0
12230,3:21:39 PM,0,2,0,0,0,0,0,0
12231,3:21:39 PM,1,0,2,0,0,0,0,0
12232,3:21:39 PM,0,1,0,0,0,0,0,0
12233,3:21:39 PM,1,0,2,0,0,0,0,0
12234,3:21:39 PM,0,0,1,0,0,0,0,0
12235,3:21:39 PM,1,1,0,0,0,0,0,0
12236,3:21:39 PM,0,1,2,0,0,0,0,0
12237,3:21:39 PM,0,1,0,0,0,0,0,0
12238,3:21:39 PM,0,1,0,0,0,0,0,0
12239,3:21:39 PM,1,1,3,0,0,0,0,0
12240,3:21:39 PM,0,1,0,0,0,0,0,0
12241,3:21:39 PM,0,1,0,0,0,0,0,0
12242,3:21:39 PM,0,1,1,0,0,0,0,0
12243,3:21:39 PM,1,0,0,0,0,0,0,0
12244,3:21:39 PM,0,2,1,0,0,0,0,0
12245,3:21:39 PM,2,1,0,0,0,0,0,0
12246,3:21:39 PM,1,0,1,0,0,0,0,0
12247,3:21:39 PM,2,3,2,0,0,0,0,0
12248,3:21:39 PM,1,0,0,0,0,0,0,0
12249,3:21:39 PM,3,0,1,0,0,0,0,0
12250,3:21:39 PM,0,0,0,0,0,0,0,0
12251,3:21:39 PM,0,1,0,0,0,0,0,0
12252,3:21:39 PM,0,0,2,0,0,0,0,0
12253,3:21:39 PM,0,0,0,0,0,0,0,0
12254,3:21:39 PM,0,2,0,0,0,0,0,0
12255,3:21:39 PM,1,1,0,0,0,0,0,0
12256,3:21:39 PM,1,0,2,0,0,0,0,0
12257,3:21:39 PM,0,1,0,0,0,0,0,0
12258,3:21:39 PM,0,3,1,0,0,0,0,0
12259,3:21:39 PM,1,0,1,0,0,0,0,0
12260,3:21:39 PM,0,1,2,0,0,0,0,0
12261,3:21:39 PM,0,0,1,0,0,0,0,0
12262,3:21:39 PM,0,0,0,0,0,0,0,0
12263,3:21:39 PM,2,1,2,0,0,0,0,0
12264,3:21:39 PM,1,0,0,0,0,0,0,0
12265,3:21:39 PM,1,0,2,0,0,0,0,0
12266,3:21:39 PM,0,1,1,0,0,0,0,0
12267,3:21:39 PM,0,0,0,0,0,0,0,0
12268,3:21:39 PM,1,0,2,0,0,0,0,0
12269,3:21:39 PM,0,3,3,0,0,0,0,0
12270,3:21:39 PM,0,1,1,0,0,0,0,0
12271,3:21:39 PM,0,0,1,0,0,0,0,0
12272,3:21:39 PM,1,0,1,0,0,0,0,0
12273,3:21:39 PM,2,1,0,0,0,0,0,0
12274,3:21:39 PM,0,0,0,0,0,0,0,0
12275,3:21:39 PM,1,0,1,0,0,0,0,0
12276,3:21:39 PM,2,1,1,0,0,0,0,0
12277,3:21:39 PM,0,1,0,0,0,0,0,0
12278,3:21:39 PM,0,0,1,0,0,0,0,0
12279,3:21:39 PM,1,0,0,0,0,0,0,0
12280,3:21:39 PM,0,0,0,0,0,0,0,0
12281,3:21:39 PM,0,0,0,0,0,0,0,0
12282,3:21:39 PM,0,1,0,0,0,0,0,0
12283,3:21:39 PM,1,0,0,0,0,0,0,0
12284,3:21:39 PM,2,0,2,0,0,0,0,0
12285,3:21:39 PM,0,1,0,0,0,0,0,0
12286,3:21:39 PM,0,0,2,0,0,0,0,0
12287,3:21:39 PM,0,2,0,0,0,0,0,0
12288,3:21:39 PM,3,1,0,0,0,0,0,0
12289,3:21:39 PM,0,0,0,0,0,0,0,0
12290,3:21:39 PM,0,0,3,0,0,0,0,0
12291,3:21:39 PM,3,1,0,0,0,0,0,0
12292,3:21:39 PM,0,0,1,0,0,0,0,0
12293,3:21:39 PM,1,0,1,0,0,0,0,0
12294,3:21:39 PM,0,1,0,0,0,0,0,0
12295,3:21:39 PM,1,0,2,0,0,0,0,0
12296,3:21:39 PM,2,0,1,0,0,0,0,0
12297,3:21:39 PM,0,1,1,0,0,0,0,0
12298,3:21:39 PM,1,0,0,0,0,0,0,0
12299,3:21:39 PM,0,0,4,0,0,0,0,0
12300,3:21:39 PM,1,0,0,0,0,0,0,0
12301,3:21:39 PM,0,1,1,0,0,0,0,0
12302,3:21:39 PM,0,2,2,0,0,0,0,0
12303,3:21:39 PM,0,0,0,0,0,0,0,0
12304,3:21:39 PM,0,0,0,0,0,0,0,0
12305,3:21:39 PM,1,0,1,0,0,0,0,0
12306,3:21:39 PM,0,0,0,0,0,0,0,0
12307,3:21:39 PM,0,1,0,0,0,0,0,0
12308,3:21:39 PM,1,0,1,0,0,0,0,0
12309,3:21:39 PM,0,0,0,0,0,0,0,0
12310,3:21:39 PM,0,0,4,0,0,0,0,0
12311,3:21:39 PM,1,0,0,0,0,0,0,0
12312,3:21:39 PM,0,0,1,0,0,0,0,0
12313,3:21:39 PM,1,1,2,0,0,0,0,0
12314,3:21:39 PM,0,0,0,0,0,0,0,0
12315,3:21:39 PM,0,1,1,0,0,0,0,0
12316,3:21:39 PM,0,0,2,0,0,0,0,0
12317,3:21:39 PM,0,1,1,0,0,0,0,0
12318,3:21:39 PM,0,0,0,0,0,0,0,0
12319,3:21:39 PM,0,1,1,0,0,0,0,0
12320,3:21:39 PM,0,0,1,0,0,0,0,0
12321,3:21:39 PM,1,0,2,0,0,0,0,0
12322,3:21:39 PM,1,1,2,0,0,0,0,0
12323,3:21:39 PM,0,0,0,0,0,0,0,0
12324,3:21:39 PM,0,1,0,0,0,0,0,0
12325,3:21:39 PM,0,0,1,0,0,0,0,0
12326,3:21:39 PM,0,1,0,0,0,0,0,0
12327,3:21:39 PM,0,0,2,0,0,0,0,0
12328,3:21:39 PM,2,0,2,0,0,0,0,0
12329,3:21:39 PM,0,1,1,0,0,0,0,0
12330,3:21:39 PM,0,0,2,0,0,0,0,0
12331,3:21:39 PM,0,1,0,0,0,0,0,0
12332,3:21:39 PM,0,4,0,0,0,0,0,0
12333,3:21:39 PM,3,2,1,0,0,0,0,0
12334,3:21:39 PM,0,1,1,0,0,0,0,0
12335,3:21:39 PM,0,0,0,0,0,0,0,0
12336,3:21:39 PM,2,0,1,0,0,0,0,0
12337,3:21:39 PM,0,2,0,0,0,0,0,0
12338,3:21:39 PM,0,1,1,0,0,0,0,0
12339,3:21:39 PM,1,0,1,0,0,0,0,0
12340,3:21:39 PM,1,0,0,0,0,0,0,0
12341,3:21:39 PM,5,1,1,0,0,0,0,0
12342,3:21:39 PM,0,1,0,0,0,0,0,0
12343,3:21:39 PM,1,0,0,0,0,0,0,0
12344,3:21:39 PM,1,0,1,0,0,0,0,0
12345,3:21:39 PM,0,2,0,0,0,0,0,0
12346,3:21:39 PM,0,1,1,0,0,0,0,0
12347,3:21:39 PM,1,0,1,0,0,0,0,0
12348,3:21:39 PM,0,2,0,0,0,0,0,0
12349,3:21:39 PM,2,1,0,0,0,0,0,0
12350,3:21:39 PM,1,0,2,0,0,0,0,0
12351,3:21:39 PM,0,0,0,0,0,0,0,0
12352,3:21:39 PM,0,0,1,0,0,0,0,0
12353,3:21:39 PM,0,0,1,0,0,0,0,0
12354,3:21:39 PM,0,1,1,0,0,0,0,0
12355,3:21:39 PM,2,0,2,0,0,0,0,0
12356,3:21:39 PM,1,1,1,0,0,0,0,0
12357,3:21:39 PM,0,0,1,0,0,0,0,0
12358,3:21:39 PM,1,0,2,0,0,0,0,0
12359,3:21:39 PM,1,0,0,0,0,0,0,0
12360,3:21:39 PM,0,1,2,0,0,0,0,0
12361,3:21:39 PM,0,1,0,0,0,0,0,0
12362,3:21:39 PM,0,0,1,0,0,0,0,0
12363,3:21:39 PM,0,0,1,0,0,0,0,0
12364,3:21:39 PM,0,0,0,0,0,0,0,0
12365,3:21:39 PM,0,2,1,0,0,0,0,0
12366,3:21:39 PM,0,0,0,0,0,0,0,0
12367,3:21:39 PM,0,1,0,0,0,0,0,0
12368,3:21:39 PM,0,0,0,0,0,0,0,0
12369,3:21:39 PM,0,1,1,0,0,0,0,0
12370,3:21:39 PM,0,0,1,0,0,0,0,0
12371,3:21:39 PM,0,2,0,0,0,0,0,0
12372,3:21:39 PM,0,0,0,0,0,0,0,0
12373,3:21:39 PM,0,0,1,0,0,0,0,0
12374,3:21:39 PM,1,2,1,0,0,0,0,0
12375,3:21:39 PM,0,0,0,0,0,0,0,0
12376,3:21:39 PM,1,2,1,0,0,0,0,0
12377,3:21:39 PM,0,0,0,0,0,0,0,0
12378,3:21:39 PM,0,0,0,0,0,0,0,0
12379,3:21:39 PM,1,1,0,0,0,0,0,0
12380,3:21:39 PM,0,0,1,0,0,0,0,0
12381,3:21:39 PM,2,0,0,0,0,0,0,0
12382,3:21:39 PM,0,2,2,0,0,0,0,0
12383,3:21:39 PM,1,1,0,0,0,0,0,0
12384,3:21:39 PM,0,0,2,0,0,0,0,0
12385,3:21:39 PM,3,0,0,0,0,0,0,0
12386,3:21:39 PM,0,0,0,0,0,0,0,0
12387,3:21:39 PM,0,1,0,0,0,0,0,0
12388,3:21:39 PM,2,0,2,0,0,0,0,0
12389,3:21:39 PM,0,0,0,0,0,0,0,0
12390,3:21:39 PM,0,0,2,0,0,0,0,0
12391,3:21:39 PM,0,1,0,0,0,0,0,0
12392,3:21:39 PM,0,0,1,0,0,0,0,0
12393,3:21:39 PM,2,0,0,0,0,0,0,0
